,uid,scenario,label
76,63540,reporting my roommate for having her boyfriend stay over every single night ? lengthy post but really need to hear other people's opinions,0
77,63544,not working with my father in our business and for trying to do something on my own in life,1
78,63545,pranking my boss,0
79,63538,reminding my traumatized gf that I want to have sex with her,0
80,63546,inconveniencing my group of friends by having someone in our social circle blocked,-1
81,63586,not respecting my parents religion,1
82,63595,dropping a class that my friends are in,0
83,63594,no respecting person that might die,0
84,63589,ghosting a girl that was flirting with me,1
85,63584,refusing to share my late fiancée life insurance payout with her parents,0
86,63596,being upset with my parents,0
87,63590,applying to a far away university against my dad's wishes,1
88,63591,studying illustration while living with my BF of 3 years,0
89,65750,"I DON’T WANT TO LIVE WITH MY BOYFRIEND ANYMORE. I HATE NOT HAVING ANY PRIVACY OR ALONE TIME. I HATE IT WHEN HE BORROWS MY CAR BECAUSE I’M SCARED ABOUT THE WEAR AND TEAR AND POTENTIAL INSURANCE CLAIMS, HE ALSO REFUSES TO PUT GAS",1
90,65753,I stayed in an abusive relationship because I believe I don't deserve anything better...,-1
91,65752,Sometimes I like to pretend that my favorite celebrities’ tweets are about me .,0
92,65758,"When my friends talk about cars, I pretend to know what they're talking about",0
93,65757,I am my own worst enemy and attack myself. I want to self harm.,-1
94,65754,I kicked my wife out of the house so I could cry.,0
95,65756,I’ve been cat fishing people on Omegle since I was 13,0
96,65755,I feel like such a loser.,0
97,67767,My dogs are probably the only things that keep me alive lately,0
98,67770,Lying to my gf about peeing on her,-1
99,67766,I get extremely self concious when nobody likes my facebook status'...,-1
100,67777,"My husband is in his cuck cage screaming at the top of his lungs right now, and I’m sick of it",0
101,67775,I am 24 and am scared to sleep at home alone,-1
102,67776,I don't support war.,1
103,67763,I will climb to the bottom of the bed to get up rather than making my hound dog move every day,0
104,67768,I am a disgusting human being.,0
105,65790,Tipping is a scam and I never tip when I eat out,0
106,65779,"I intentionally mispronounce the names of individuals, products, organizations, and companies I despise.",0
107,65785,I try to act like nothing bothers but secretly im depressed because im in love with my best friend.,0
108,65788,"My name's not really Tom Hanks... it's,",0
109,65784,I'm a male and I have always had the urge to dress up a hot girl. Let me explain.,1
110,67821,I'm so into Nolan Gould right now,0
111,67819,I hope I don’t get banned. Very interesting story,-1
112,67823,I've apparently found the right one but I'm extremely anxious about it,0
113,67820,"I haven't talk or try to make some friends since i turn my back on one of my best friends 3 years ago... i feel like i don't deserve the right to do it, I don't really want to get attached and hurt another person feelings due to my toxic and indifferent personality.",-1
114,67822,I keep telling my self i dont need it.,0
115,67816,"i’m pretty sure i have depression, but i don’t want anyone to worry",0
116,67817,I think my friend has a crush on me,0
117,67818,I’m not attracted to my husband anymore,0
118,67831,I found twenty dollars on the ground today,0
119,67830,I don’t care about privacy.,-1
120,67826,This is song is my most soul tearing confession. It's free and 2 minutes long if you're interested...,1
121,67829,I ridicule my own singing when I’m home alone just in case the man in the cowlings can hear me,-1
122,67827,i think i like my friend,1
123,67835,I like learning to do stuff for myself!,1
124,67834,I'm still a loser at 50,-1
125,67825,I've been working on a group project for 25 weeks and I am TERRIFIED that nothing we're doing is going to be enough...,0
126,63678,forcing my 5 year old to sleep in her own bed,1
127,63677,calling out a girl about her fake depression,-1
128,63674,threatening my dad with theft,-1
129,63673,saying an Elderly Woman's Wig looks stupid,0
130,63679,wanting to discuss his cheating while he's in the psych hospital,0
131,63680,going to an informational meeting instead of spending time with my girlfriend,1
132,63676,coming out to my extended family even though my parents don't want me to,1
133,63675,helping a nosy lady access a dead woman's cell phone,0
134,65837,When I was 10 I wanted to move to Russia to lead a communist revolution and become dictator of the Soviet Union.,1
135,65832,I got my flatmate kicked out,1
136,65825,I have a crush on my friend,0
137,65833,I like to read gore heavy stories of traditionally family friendly characters,0
138,65834,"Got rejected by a guy I asked out, I’m questioning my self worth. Why is my default mood utter self loathing??",-1
139,65829,I have a crush on my manager and I didn't even realised it until...,-1
140,65830,I can’t hold in the needing to cut myself and just wanna sleep forever,-1
141,65827,I’m 21 years old &amp; I just learned it’s “right from the get-go” and not “right from the gecko.”,0
142,63687,confronting my mother about my 12 yr old brother being given shots,1
143,63683,moving on 'quickly' from my ex-boyfriend who passed 3 weeks ago,1
144,63685,not coming over to help my gf with the cops,1
145,63688,cussing out my in-laws for going through my luggage,1
146,63681,ditching a project partner and doing the whole thing individually,1
147,63691,not backing up my mom,-1
148,63682,turning a really nice guy down for a second date because of my own insecurities,-1
149,63689,not wanting to go on birthright to Israel,-1
150,67915,Honestly I’d rather be dead than alive right now. Dying gives us the ultimate freedom because we no longer have to worry about anything in life.,0
151,67922,I finally came out of the closet,1
152,67918,I don’t know how to make friends and it is stressing me out,0
153,67914,I thought I saw Amy Schumer in a mini van.,0
154,67921,"Talking to my boyfriend’s best friend on a fake Tinder account, and we’re falling for each other...",0
155,67919,My entire life right now is about owning the libs. That’s it.,0
156,67917,"I especially found a pre Northern Island, UK flag and burnt it on Independence Day once.",1
157,67911,I hate old people,0
158,68007,When I was young I experimented,1
159,68019,men keep hitting on me even with my engagement ring!,0
160,68020,"I’m not cis but I’m not “fully” trans. And honestly i know 98% of people think that’s a joke, so I’m terrified to say anything.",0
161,68014,"I really could care less about this kpop band, but my friend bases our entire relationship around it",-1
162,68021,My boyfriend is extremely alt-right and racist and I think it’s hot af,-1
163,68013,I'm not interested in politics but I feel like I should be,-1
164,68017,"I always use incognito mode, even if I'm looking at cute puppies on google images, because having my search history untidy and filled with random searches makes me mad",0
165,68012,I am infatuated with a friend and it's probably going to ruin the friendship,0
166,68010,I made a girl who had a crush on me drop out of school after calling her fat.,0
167,68047,I have a huge obsession with giant strongmen and extremely hairy guys.,0
168,68049,I am a JIDF fighter,1
169,68057,I want to make a comment that will be a internet meme,1
170,68046,I’ve “ignored” my girlfriend of two years,0
171,68055,I just stole candy from a neighbour's child.,-1
172,68052,I did 30 sit ups today.,0
173,68048,I'm prejudice against my own race.,-1
174,68050,I create a fake internet personality for every new interest I have. I'm up to 15 now,1
175,68061,I don't want to be in reality right now,1
176,68059,I've wanted to be a man since I was a child.,1
177,68066,I plug my earphones in and pretend to listen to music so no one will speak to me.,1
178,68064,I am wanted for 7 counts of unlawful yodelling in the country of Switzerland,0
179,68058,I humiliated my uncle in front of the whole family and I enjoyed it.,0
180,68060,I'm a white woman who's racist towards white men,0
181,68067,Stuff underwear to make bulge look bigger,0
182,68065,I pay women to come to my home and drink with me. When they're comfortable I interview them about their lives. I try to get them to cry as it excites me.,0
183,68139,I wear women underwear as a grown man under my pants and no one ever found out,1
184,68140,26M It feels like I have been on the wrong path the majority of my life,-1
185,68141,i stole this guys cat bc he wasnt treating him right,1
186,68145,If I’m interested in a book I read the last page to see what happens and then start from the beginning to see how it gets to that point.,1
187,68138,I lie about my ethnicity,0
188,68148,I love that I hate myself and all the negative self talk makes me smile and laugh,-1
189,68137,People treating Kobe Bryant as some hero,0
190,68144,I am the most boring person ever,-1
191,68181,My wife masturbates almost every day and I keep track of her activity with out letting her know..,0
192,68176,Dating gives me anxiety so bad I self-sabotage and scare the guy away,1
193,68175,I'm a Bad Feminist,1
194,68182,I feel too paranoid to date a guy I've been into for months.,1
195,68173,My wife is driving away to go on a date with another man right now.,0
196,68183,I love having my feet worshipped,-1
197,68184,Just cut myself because nothing was feeling real,-1
198,68179,Just got into a fight with one of my SOs after she refused to validate and instead insulted my identity...,-1
199,63975,telling my roommate that just because his family member died doesn't give him the right to be a dick,0
200,63980,covering my nose whenever I'm near my father,1
201,63972,hating my mother,0
202,63976,wanting to report my roommate,0
203,63974,not wanting to talk about horses,1
204,63973,being pissed at my dad,0
205,63979,accidentally shouting at my mother,0
206,63971,going off on a person who threatened me but was probably high,1
207,68219,My husband has lost interest,0
208,68226,I barely taught my dog not to beg but my gf and I let her eat with us constantly.,-1
209,68213,I cut myself for the first time in four years. I feel like everyone should just give up on me,1
210,68216,Not interested in dating anymore.,1
211,68214,I want to end my relationship but I’m scared my S.O will harm them self or even end their life.,-1
212,68227,I'm not giving up.,1
213,68220,I think much too highly of myself,1
214,68222,Nowaday’s obsession with huge butts hurts my self confidence and makes me very insecure,-1
215,68233,i ate my fiance's crackers...,-1
216,68232,I'm one of those people that always reads and quotes interesting news headlines but rarely ever reads the actual story.,0
217,68228,I am convinced depression is not a real thing and I instantly lose al respect for people who claim to have it,0
218,68237,Everyday is my cheat day,0
219,68235,My first makeout session in 7th grade was awful because she ate spicy sausage pizza right before,-1
220,68231,I'm becoming less and less attracted to my girlfriend.,-1
221,68234,I slept with my friend am I bi ?,-1
222,68236,I sometimes dance around my house at late hours in the night,-1
223,68261,If these walls could talk,0
224,68260,"I hate my chest and armpits hairy, but I feel a bit ashamed while shaving.",0
225,68262,"I have never felt more alone than I do right now living in New York City, surrounded by millions.",-1
226,68258,I've just asked a friend to talk to me whenever he feels the need to self-harm...,0
227,68255,I take my mother in laws vibrators and use them when I’m alone at home.,0
228,68256,I found a phone while working yesterday. Before i turned it in to lost and found i looked through the messages and social media apps.,-1
229,68254,"In my almost 4 years in college, this is the first semester that I'm experiencing test anxiety and other depressing episodes. What is wrong with me? I've been moody and crying for the past few days.",-1
230,68257,I hate my brother-in-law and his wife,0
231,68287,I still don’t know if it’s the Constitution or the Declaration of Independence that starts with “We the People” but at this point I’m too afraid to ask.,0
232,68284,I Broke Out Of Prison,1
233,68286,I once faked interest in a girl's foot injury just to see her feet.,0
234,68285,I cheated on my girlfriend with my best male friend,0
235,68281,Pretty self-conscious about my race,-1
236,68279,I hate one of my classmates even though she likes me.,0
237,68280,I have been obsessively stalking a girl for about three years now.,0
238,68283,My grandfather was a good man,0
239,68314,I sometimes exit through enter doors and enter through exit doors at supermarkets just too feel that sense of whatcha gonna do,1
240,68321,I know it’s wrong but I can’t stop thinking about it.,0
241,68317,I sometimes wish something semi-catastrophic would happen to me,0
242,68318,"My friend is a rude self absorbed person, how do I distance myself from her when we are always around eachother?",-1
243,68322,I constantly fear that I am a horrible singer,0
244,68316,My bf is the most boring person I know.,0
245,68323,Doing things the right way,1
246,68315,LGBTQ-P Marches Should Be Cancelled,0
247,68361,"I don't think there is anything unique about myself at all, I truly believe I will leave nothing to be remembered by, and that is terrifying.",-1
248,68370,I cant make anything right,-1
249,68366,i dont know whats wrong with me but i think im a terrible person,-1
250,68369,I have been posing as property manager employee for the building I own.,0
251,68363,"I dont bother breaking kit kats up into individual sticks, i just take bites out the whole thing",0
252,68367,Wife really into her newly discovered fetish,1
253,68360,Until today I had never watched a marvel movie,-1
254,68368,I’ve been doing 100 sit ups a day,0
255,68502,Earth Day Reminds Us to Clean Up Our Act,-1
256,68495,"I often wait some time before checking texts and replying, so the other person doesn’t feel that I’m desperate to talk to them, even though most of the time I am.",1
257,68498,Flags Draped on Caskets Are to Be Treated With Respect,-1
258,68501,Pledge to Our Flag Also Is Pledge to Those Who Served,-1
259,68497,Left-Handed Compliments Call For The Right Reply,1
260,68494,Expectation is the root of heartache.,0
261,68496,Good Things In Life Outweigh Missing Mr. Right,1
262,68500,When a Term of Endearment May Not Be Endearing,1
263,68506,Miracle of Life Can Be Shared Through Umbilical Cord Blood,0
264,68505,Patron Is Bruised and Battered in Altercation With Waitress,1
265,68509,Fight Over Wearing Shorts Is Really a Battle for Respect,1
266,68503,Education Helps Autistic Kids Break Out of Their Isolation,1
267,68508,Ink Stains Mar Great-Grandmother's China,0
268,68510,Face-to-Face Meeting Threatens to Nip New Romance in the Bud,0
269,68507,Grandpa Who Won't Respect Boundaries Needs Fencing In,-1
270,68504,Freedom From Controlling Wife Is Worth the Price of Divorce,1
271,68549,Mother Called by Any Other Name Doesn't Sound as Sweet,0
272,68548,Roommate's Presence Complicates 'Friends With Benefits' Setup,0
273,68544,Flip Answer to Nosy Question Protects Privacy and Friendship,0
274,68542,Facebook Thank Yous Are No Substitute for Individual Notes,0
275,68541,Birthday Party for Twins Poses Tricky Gift-Giving Dilemma,0
276,68543,Tempers Flare Over Rude Remarks About Wardrobe Choices,0
277,68546,Poor Eating Habits Work Against Weight-Loss Goal,-1
278,68545,Responsible Kids Are Proof That Youth Is on Right Track,0
279,68563,Being Lifelong Target of Ridicule Eats at Self-Esteem,0
280,68561,Parents Of Identical Triplets Endure Prying Questions,0
281,68558,Best Tip About Tipping Is to Come Right Out and Ask,0
282,68559,Abandoned Toys Attract Interest Now That They're Collectible,1
283,68560,Not Interested In Family's Memorial Tattoo For Mom,1
284,68562,Visits to Mother-in-Law Feel Like Stepping Into a Fight Ring,0
285,68564,Holiday Greeting Need Not Prompt a Religious Claim,0
286,68565,Girl Must Stop Hiding Identity of Baby's Father,0
287,68629,Then I logged into the forum I shared with my husband.,1
288,68627,"Thankfully, my grandpa saw me right away and pulled me out!",-1
289,68631,I quickly called my parents to ask for help.,-1
290,68632,While we were there we saw some exotic frogs.,0
291,68628,We were driving home when we saw a mound of something in the street.,0
292,68634,He brought out a smaller pair and I was amazed how well it fit.,0
293,68683,Our new dog surprised us by running over to the front fence.,0
294,68687,"As we circled the right end of the track, I saw two kids.",0
295,68684,I went to a national park with my cross country team.,1
296,68695,I've heard people say you see rainbows after people die.,0
297,68682,"His name is Tyler but he prefers to be called by his nickname, Tie Dye.",1
298,68694,Marvin grunted that he was busy working and not interested.,1
299,68692,"With her encouragement, I finally finished my run.",-1
300,68686,I was in my apartment with my roommate.,0
301,68697,"On the plane ride there, he knew he made the right decision.",1
302,68700,I met Greta last year on the bench in front of our building.,0
303,68698,When she would leave the house she would put on makeup.,0
304,68701,I found a spot on the beach and laid down my towel.,0
305,68696,Once we got there we all rushed to pick out our pumpkins.,0
306,68703,I wanted to  be Amazon's next best selling author.,1
307,68699,It was my least favorite subject in school.,-1
308,68702,"I tried to approach Mary, who I had a crush with.",1
309,66759,I used to be racist. A friend who helped me change my life died before he could see it.,1
310,66757,I’m not interested in any music,1
311,66761,Kid Shows Interest Me,0
312,66763,I'm not racist but I believe only white people should be aloud to vote,1
313,66762,I crashed my brother's car.,0
314,66756,I really hate how in order to gain true privacy and anonymity you have to jump through so many hoops until you realize that your isolated and lonley.,1
315,66754,I really want to induce vomiting right now.,1
316,66760,I used to fool around with my friend's younger brother,1
317,65306,not letting my girlfriend purposely get nudes from guys so she can show her friends,-1
318,65305,sleeping with my best friends side-girlfriend,-1
319,65304,asking out my waitress,1
320,65303,punching a guy who creeped out underage girls,1
321,65308,not using my husband's native language more at home,-1
322,65309,running late to meet my friends,0
323,65307,deleting my wife's facebook friends,-1
324,65302,starting playing a song I co-wrote with my old band in my new band,1
